Date,Open,High,Low,Close,Adj Close,Volume
2008-08-15,5.446050,5.446050,5.446050,5.446050,5.446050,0
2008-08-18,5.441000,5.441000,5.441000,5.428000,5.428000,0
2008-08-19,5.398450,5.398450,5.398450,5.398450,5.398450,0
2008-08-20,5.418850,5.418850,5.418850,5.418850,5.418850,0
2008-08-21,5.346850,5.346850,5.346850,5.346850,5.346850,0
2008-08-22,5.358000,5.358000,5.358000,5.392350,5.392350,1
2008-08-25,5.380000,5.380000,5.380000,5.380000,5.380000,0
2008-08-26,5.426850,5.426850,5.426850,5.426850,5.426850,0
2008-08-27,5.387100,5.387100,5.387100,5.387100,5.387100,0
2008-08-28,5.391350,5.391350,5.391350,5.391350,5.391350,0
2008-08-29,5.442700,5.442700,5.442700,5.442700,5.442700,0
2008-09-02,5.530000,5.530000,5.530000,5.516000,5.516000,0
2008-09-03,5.537200,5.537200,5.537200,5.537200,5.537200,0
2008-09-04,5.537350,5.537350,5.537350,5.537350,5.537350,0
2008-09-05,5.536900,5.536900,5.536900,5.536900,5.536900,0
2008-09-08,5.688750,5.688750,5.688750,5.632750,5.632750,0
2008-09-09,5.687050,5.687050,5.687050,5.687050,5.687050,0
2008-09-10,5.747350,5.747350,5.747350,5.747350,5.747350,0
2008-09-11,5.821000,5.821000,5.821000,5.821000,5.821000,0
2008-09-12,5.716100,5.716100,5.716100,5.716100,5.716100,0
2008-09-15,5.783300,5.783300,5.783300,5.783300,5.783300,1
2008-09-16,5.888500,5.888500,5.888500,5.914200,5.914200,0
2008-09-17,5.865850,5.865850,5.865850,5.865850,5.865850,0
2008-09-18,5.800000,5.800000,5.800000,5.818200,5.818200,1
2008-09-19,5.783000,5.783000,5.783000,5.716650,5.716650,0
2008-09-22,5.547550,5.547550,5.547550,5.547550,5.547550,0
2008-09-23,5.615700,5.615700,5.615700,5.615700,5.615700,0
2008-09-24,5.655050,5.655050,5.655050,5.655050,5.655050,0
2008-09-25,5.689450,5.689450,5.689450,5.689450,5.689450,0
2008-09-26,5.690000,5.690000,5.690000,5.702450,5.702450,0
2008-09-29,5.820000,5.820000,5.820000,5.809750,5.809750,0
2008-09-30,5.902600,5.902600,5.902600,5.902600,5.902600,0
2008-10-01,5.916650,5.916650,5.916650,5.916650,5.916650,0
2008-10-02,6.022500,6.022500,6.022500,6.042300,6.042300,1
2008-10-03,6.000000,6.000000,6.000000,6.005100,6.005100,1
2008-10-06,6.265000,6.265000,6.265000,6.298750,6.298750,0
2008-10-07,6.183350,6.183350,6.183350,6.183350,6.183350,0
2008-10-08,6.144400,6.144400,6.144400,6.144400,6.144400,0
2008-10-09,6.161800,6.161800,6.161800,6.167250,6.167250,0
2008-10-10,6.418700,6.418700,6.418700,6.418700,6.418700,0
2008-10-13,6.291450,6.291450,6.291450,6.291450,6.291450,0
2008-10-14,6.270850,6.270850,6.270850,6.270850,6.270850,0
2008-10-15,6.402300,6.402300,6.402300,6.402300,6.402300,0
2008-10-16,6.557000,6.557000,6.557000,6.557000,6.557000,0
2008-10-17,6.590400,6.590400,6.590400,6.590400,6.590400,0
2008-10-20,6.658650,6.658650,6.658650,6.658650,6.658650,0
2008-10-21,6.879900,6.879900,6.879900,6.879900,6.879900,0
2008-10-22,7.247150,7.247150,7.247150,7.247150,7.247150,0
2008-10-23,6.989700,6.989700,6.989700,6.989700,6.989700,0
2008-10-24,7.035400,7.035400,7.035400,7.035400,7.035400,0
2008-10-27,6.954800,6.954800,6.954800,6.954800,6.954800,0
2008-10-28,6.886000,6.886000,6.886000,6.886000,6.886000,0
2008-10-29,6.731850,6.731850,6.731850,6.731850,6.731850,0
2008-10-30,6.624700,6.624700,6.624700,6.624700,6.624700,0
2008-10-31,6.751150,6.751150,6.751150,6.751150,6.751150,0
2008-11-03,6.769850,6.769850,6.769850,6.769850,6.769850,0
2008-11-04,6.668100,6.668100,6.668100,6.668100,6.668100,0
2008-11-05,6.717700,6.717700,6.717700,6.717700,6.717700,0
2008-11-06,6.926100,6.926100,6.926100,6.926100,6.926100,0
2008-11-07,6.894000,6.894000,6.894000,6.907700,6.907700,0
2008-11-10,6.842100,6.842100,6.842100,6.842100,6.842100,0
2008-11-11,7.020100,7.020100,7.020100,7.020100,7.020100,0
2008-11-12,7.122550,7.122550,7.122550,7.122550,7.122550,0
2008-11-13,6.970550,6.970550,6.970550,6.970550,6.970550,0
2008-11-14,6.920000,6.920000,6.920000,6.870250,6.870250,0
2008-11-17,7.016300,7.016300,7.016300,7.016300,7.016300,0
2008-11-18,7.130400,7.130400,7.130400,7.130400,7.130400,0
2008-11-19,7.035450,7.035450,7.035450,7.035450,7.035450,0
2008-11-20,7.130000,7.130000,7.130000,7.171500,7.171500,1
2008-11-21,7.220000,7.220000,7.220000,7.289700,7.289700,0
2008-11-24,6.995600,6.995600,6.995600,6.995600,6.995600,0
2008-11-25,6.962500,6.985000,6.962500,6.946150,6.946150,0
2008-11-26,7.001500,7.001500,7.001500,7.001500,7.001500,0
2008-11-28,6.995900,6.995900,6.995900,6.995900,6.995900,0
2008-12-01,7.109400,7.109400,7.109400,7.109400,7.109400,0
2008-12-02,7.064000,7.064000,7.064000,7.064000,7.064000,0
2008-12-03,7.133750,7.133750,7.133750,7.133750,7.133750,0
2008-12-04,7.139950,7.139950,7.139950,7.139950,7.139950,0
2008-12-05,7.315000,7.315000,7.315000,7.258000,7.258000,0
2008-12-08,7.093450,7.093450,7.093450,7.093450,7.093450,0
2008-12-09,7.092850,7.092850,7.092850,7.092850,7.092850,0
2008-12-10,7.035000,7.035000,7.035000,7.035000,7.035000,0
2008-12-11,6.877750,6.877750,6.877750,6.877750,6.877750,0
2008-12-12,6.936400,6.936400,6.936400,6.936400,6.936400,0
2008-12-15,6.881100,6.881100,6.881100,6.881100,6.881100,0
2008-12-16,6.903850,6.903850,6.903850,6.903850,6.903850,0
2008-12-17,6.623800,6.623800,6.623800,6.623800,6.623800,0
2008-12-18,6.623800,6.623800,6.623800,6.623800,6.623800,0
2008-12-19,7.053500,7.053500,7.053500,7.082050,7.082050,0
2008-12-22,7.117950,7.117950,7.117950,7.117950,7.117950,0
2008-12-23,7.080000,7.080000,7.080000,7.166700,7.166700,0
2008-12-24,7.196150,7.196150,7.196150,7.196150,7.196150,0
2008-12-26,7.147600,7.147600,7.147600,7.147600,7.147600,0
2008-12-29,7.045000,7.045000,7.045000,7.104000,7.104000,0
2008-12-30,7.054200,7.054200,7.054200,7.054200,7.054200,0
2008-12-31,7.001400,7.001400,7.001400,7.001400,7.001400,0
2009-01-02,6.943850,6.943850,6.943850,6.943850,6.943850,0
2009-01-05,7.004350,7.004350,7.004350,7.004350,7.004350,0
2009-01-06,6.981050,6.981050,6.981050,6.981050,6.981050,0
2009-01-07,6.942600,6.942600,6.942600,6.942600,6.942600,0
2009-01-08,6.960000,6.960000,6.960000,7.030050,7.030050,0
2009-01-09,7.054850,7.054850,7.054850,7.054850,7.054850,0
2009-01-12,7.038700,7.038700,7.038700,7.038700,7.038700,0
2009-01-13,7.165000,7.165000,7.165000,7.177000,7.177000,0
2009-01-14,7.222650,7.222650,7.222650,7.222650,7.222650,0
2009-01-15,7.140950,7.140950,7.140950,7.140950,7.140950,0
2009-01-16,7.005000,7.005000,7.005000,7.022350,7.022350,0
2009-01-20,7.164250,7.164250,7.164250,7.164250,7.164250,0
2009-01-21,7.034500,7.034500,7.034500,6.950600,6.950600,2
2009-01-22,6.992000,6.992000,6.992000,6.950600,6.950600,2
2009-01-23,7.050000,7.050000,7.050000,6.946800,6.946800,0
2009-01-26,6.783350,6.783350,6.783350,6.783350,6.783350,0
2009-01-27,6.796950,6.796950,6.796950,6.796950,6.796950,0
2009-01-28,6.685000,6.685000,6.685000,6.782750,6.782750,0
2009-01-29,6.864750,6.864750,6.864750,6.864750,6.864750,0
2009-01-30,6.934000,6.934000,6.934000,6.954900,6.954900,0
2009-02-02,7.090000,7.090000,7.090000,7.076900,7.076900,0
2009-02-03,6.937200,6.937200,6.937200,6.937200,6.937200,0
2009-02-04,6.930850,6.930850,6.930850,6.930850,6.930850,0
2009-02-05,6.867500,6.867500,6.867500,6.867500,6.867500,0
2009-02-06,6.800000,6.800000,6.800000,6.758950,6.758950,0
2009-02-09,6.630000,6.630000,6.630000,6.665600,6.665600,0
2009-02-10,6.785050,6.785050,6.785050,6.785050,6.785050,0
2009-02-11,6.781950,6.781950,6.781950,6.781950,6.781950,0
2009-02-12,6.948000,6.948000,6.948000,6.924150,6.924150,1
2009-02-13,6.785500,6.785500,6.785500,6.808900,6.808900,0
2009-02-17,7.060000,7.060000,7.060000,7.009150,7.009150,0
2009-02-18,7.043250,7.043250,7.043250,7.043250,7.043250,0
2009-02-19,6.886950,6.886950,6.886950,6.886950,6.886950,0
2009-02-20,6.942500,6.942500,6.942500,6.804500,6.804500,0
2009-02-23,6.843750,6.843750,6.843750,6.843750,6.843750,0
2009-02-24,6.834850,6.834850,6.834850,6.834850,6.834850,0
2009-02-25,6.890000,6.890000,6.890000,6.900000,6.900000,0
2009-02-26,6.951850,6.951850,6.951850,6.951850,6.951850,0
2009-02-27,7.040300,7.040300,7.040300,7.027850,7.027850,0
2009-03-02,7.190300,7.190300,7.190300,7.190300,7.190300,0
2009-03-03,7.220000,7.220000,7.220000,7.188850,7.188850,88
2009-03-04,7.121500,7.121500,7.121500,7.050050,7.050050,0
2009-03-05,7.129100,7.129100,7.129100,7.129100,7.129100,0
2009-03-06,7.070000,7.070000,7.070000,7.063600,7.063600,0
2009-03-09,7.080000,7.080000,7.080000,7.118500,7.118500,0
2009-03-10,7.053550,7.053550,7.053550,7.053550,7.053550,0
2009-03-11,6.900000,6.900000,6.900000,6.914700,6.914700,71
2009-03-12,6.990000,6.990000,6.990000,6.898850,6.898850,0
2009-03-13,6.857900,6.857900,6.857900,6.857900,6.857900,0
2009-03-16,6.755400,6.755400,6.755400,6.755400,6.755400,0
2009-03-17,6.784600,6.784600,6.784600,6.784600,6.784600,0
2009-03-18,6.768800,6.768800,6.768800,6.577850,6.577850,72
2009-03-19,6.350000,6.350000,6.350000,6.372300,6.372300,0
2009-03-20,6.428850,6.428850,6.428850,6.428850,6.428850,0
2009-03-23,6.355000,6.355000,6.355000,6.306150,6.306150,26
2009-03-24,6.361500,6.361500,6.361500,6.394850,6.394850,87
2009-03-25,6.425000,6.425000,6.425000,6.551700,6.551700,33
2009-03-26,6.480000,6.480000,6.480000,6.556850,6.556850,5
2009-03-27,6.630000,6.630000,6.630000,6.653250,6.653250,5
2009-03-30,6.830000,6.830000,6.830000,6.864150,6.864150,0
2009-03-31,6.737950,6.737950,6.737950,6.737950,6.737950,0
2009-04-01,6.770000,6.770000,6.770000,6.743700,6.743700,0
2009-04-02,6.569100,6.569100,6.569100,6.569100,6.569100,0
2009-04-03,6.594000,6.594000,6.594000,6.553900,6.553900,0
2009-04-06,6.588600,6.588600,6.588600,6.588600,6.588600,0
2009-04-07,6.645000,6.645000,6.645000,6.710500,6.710500,0
2009-04-08,6.713950,6.713950,6.713950,6.713950,6.713950,0
2009-04-09,6.612500,6.612500,6.612500,6.690150,6.690150,0
2009-04-13,6.603650,6.603650,6.603650,6.603650,6.603650,0
2009-04-14,6.670000,6.670000,6.605000,6.626800,6.626800,0
2009-04-15,6.740300,6.740300,6.740300,6.740300,6.740300,0
2009-04-16,6.680000,6.680000,6.680000,6.704700,6.704700,68
2009-04-17,6.690000,6.690000,6.690000,6.719750,6.719750,0
2009-04-20,6.847450,6.847450,6.847450,6.847450,6.847450,0
2009-04-21,6.816200,6.816200,6.816200,6.816200,6.816200,0
2009-04-22,6.725500,6.725500,6.725500,6.725500,6.725500,0
2009-04-23,6.641850,6.641850,6.641850,6.641850,6.641850,0
2009-04-24,6.590000,6.590000,6.590000,6.582050,6.582050,0
2009-04-27,6.769050,6.769050,6.769050,6.769050,6.769050,0
2009-04-28,6.697250,6.697250,6.697250,6.697250,6.697250,0
2009-04-29,6.591450,6.591450,6.591450,6.591450,6.591450,0
2009-04-30,6.551000,6.551000,6.551000,6.559600,6.559600,296
2009-05-01,6.575000,6.575000,6.575000,6.558500,6.558500,296
2009-05-04,6.532500,6.532500,6.532500,6.516850,6.516850,23
2009-05-05,6.569000,6.569000,6.569000,6.583300,6.583300,0
2009-05-06,6.519050,6.519050,6.519050,6.519050,6.519050,0
2009-05-07,6.467500,6.467500,6.467500,6.497800,6.497800,26
2009-05-08,6.440000,6.440000,6.440000,6.356950,6.356950,0
2009-05-11,6.447400,6.447400,6.447400,6.447400,6.447400,0
2009-05-12,6.460550,6.460550,6.460550,6.460550,6.460550,0
2009-05-13,6.523600,6.523600,6.523600,6.523600,6.523600,0
2009-05-14,6.471200,6.471200,6.471200,6.471200,6.471200,0
2009-05-15,6.450000,6.475000,6.450000,6.554800,6.554800,0
2009-05-18,6.479750,6.479750,6.479750,6.479750,6.479750,0
2009-05-19,6.421100,6.421100,6.421100,6.421100,6.421100,0
2009-05-20,6.400500,6.400500,6.400500,6.400500,6.400500,0
2009-05-21,6.397000,6.402500,6.397000,6.393500,6.393500,0
2009-05-22,6.332250,6.332250,6.332250,6.332250,6.332250,0
2009-05-26,6.430000,6.430000,6.420000,6.396550,6.396550,250
2009-05-27,6.435000,6.435000,6.435000,6.406250,6.406250,26
2009-05-28,6.477500,6.477500,6.477500,6.416950,6.416950,108
2009-05-29,6.322500,6.322500,6.322500,6.317700,6.317700,0
2009-06-01,6.161250,6.161250,6.161250,6.161250,6.161250,0
2009-06-02,6.191000,6.191000,6.191000,6.175900,6.175900,0
2009-06-03,6.357800,6.357800,6.357800,6.357800,6.357800,0
2009-06-04,6.292800,6.292800,6.292800,6.292800,6.292800,0
2009-06-05,6.432500,6.432500,6.385000,6.423500,6.423500,0
2009-06-08,6.447950,6.447950,6.447950,6.447950,6.447950,0
2009-06-09,6.327800,6.327800,6.327800,6.327800,6.327800,0
2009-06-10,6.395000,6.395000,6.395000,6.390700,6.390700,0
2009-06-11,6.300000,6.300000,6.300000,6.300000,6.300000,0
2009-06-12,6.365000,6.365000,6.365000,6.331250,6.331250,0
2009-06-15,6.434700,6.434700,6.434700,6.434700,6.434700,0
2009-06-16,6.435900,6.435900,6.435900,6.435900,6.435900,0
2009-06-17,6.376700,6.376700,6.376700,6.376700,6.376700,0
2009-06-18,6.414800,6.414800,6.414800,6.414800,6.414800,0
2009-06-19,6.425000,6.425000,6.425000,6.412000,6.412000,0
2009-06-22,6.521000,6.521000,6.521000,6.569900,6.569900,0
2009-06-23,6.484050,6.484050,6.484050,6.484050,6.484050,0
2009-06-24,6.503300,6.503300,6.503300,6.503300,6.503300,0
2009-06-25,6.565000,6.565000,6.565000,6.509100,6.509100,82
2009-06-26,6.430000,6.430000,6.430000,6.466300,6.466300,0
2009-06-29,6.419850,6.419850,6.419850,6.419850,6.419850,0
2009-06-30,6.441450,6.441450,6.441450,6.441450,6.441450,0
2009-07-01,6.348900,6.348900,6.348900,6.348900,6.348900,0
2009-07-02,6.412500,6.412500,6.412500,6.426500,6.426500,0
2009-07-06,6.495950,6.495950,6.495950,6.495950,6.495950,0
2009-07-07,6.539550,6.539550,6.539550,6.539550,6.539550,0
2009-07-08,6.570000,6.570000,6.570000,6.598350,6.598350,0
2009-07-09,6.486000,6.486000,6.486000,6.486000,6.486000,0
2009-07-10,6.551000,6.551000,6.551000,6.542900,6.542900,0
2009-07-13,6.551000,6.551000,6.551000,6.510550,6.510550,0
2009-07-14,6.484000,6.484000,6.484000,6.484000,6.484000,0
2009-07-15,6.386000,6.386000,6.386000,6.386000,6.386000,0
2009-07-16,6.378600,6.378600,6.378600,6.378600,6.378600,0
2009-07-17,6.420000,6.420000,6.420000,6.386100,6.386100,25
2009-07-20,6.312500,6.312500,6.312500,6.321700,6.321700,0
2009-07-21,6.312350,6.312350,6.312350,6.312350,6.312350,0
2009-07-22,6.298050,6.298050,6.298050,6.298050,6.298050,0
2009-07-23,6.276000,6.276000,6.276000,6.266350,6.266350,0
2009-07-24,6.239250,6.239250,6.239250,6.239250,6.239250,0
2009-07-27,6.199750,6.199750,6.199750,6.199750,6.199750,0
2009-07-28,6.208400,6.208400,6.208400,6.208400,6.208400,0
2009-07-29,6.279650,6.279650,6.279650,6.279650,6.279650,0
2009-07-30,6.219800,6.219800,6.219800,6.234800,6.234800,130
2009-07-31,6.128000,6.128000,6.128000,6.141550,6.141550,0
2009-08-03,6.029700,6.029700,6.029700,6.029700,6.029700,0
2009-08-04,6.070450,6.070450,6.070450,6.070450,6.070450,0
2009-08-05,6.016500,6.016500,6.016500,6.016500,6.016500,0
2009-08-06,6.075000,6.075000,6.075000,6.087950,6.087950,0
2009-08-07,6.136600,6.136600,6.136600,6.136600,6.136600,0
2009-08-10,6.225500,6.225500,6.225500,6.225500,6.225500,0
2009-08-11,6.233800,6.233800,6.233800,6.233800,6.233800,0
2009-08-12,6.093500,6.093500,6.093500,6.093500,6.093500,0
2009-08-13,6.073800,6.073800,6.073800,6.073800,6.073800,0
2009-08-14,6.061000,6.061000,6.061000,6.104350,6.104350,0
2009-08-17,6.180200,6.180200,6.180200,6.180200,6.180200,0
2009-08-18,6.119200,6.119200,6.119200,6.119200,6.119200,0
2009-08-19,6.063300,6.063300,6.063300,6.063300,6.063300,0
2009-08-20,6.022450,6.022450,6.022450,6.022450,6.022450,0
2009-08-21,6.001450,6.001450,6.001450,6.001450,6.001450,0
2009-08-24,6.020550,6.020550,6.020550,6.020550,6.020550,0
2009-08-25,6.048600,6.048600,6.048600,6.048600,6.048600,0
2009-08-26,6.077050,6.077050,6.077050,6.077050,6.077050,0
2009-08-27,6.025900,6.025900,6.025900,6.025900,6.025900,0
2009-08-28,6.038600,6.038600,6.038600,6.038600,6.038600,0
2009-08-31,6.024900,6.024900,6.024900,6.024900,6.024900,0
2009-09-01,6.098450,6.098450,6.098450,6.098450,6.098450,0
2009-09-02,6.089000,6.089000,6.089000,6.089000,6.089000,0
2009-09-03,6.055650,6.055650,6.055650,6.055650,6.055650,0
2009-09-04,6.015750,6.015750,6.015750,6.015750,6.015750,0
2009-09-08,5.925000,5.925000,5.925000,5.925000,5.925000,0
2009-09-09,5.910200,5.910200,5.910200,5.910200,5.910200,0
2009-09-10,5.948600,5.948600,5.948600,5.948600,5.948600,0
2009-09-11,5.928850,5.928850,5.928850,5.928850,5.928850,0
2009-09-14,5.933600,5.933600,5.933600,5.933600,5.933600,0
2009-09-15,5.902850,5.902850,5.902850,5.902850,5.902850,0
2009-09-16,5.862500,5.862500,5.862500,5.862500,5.862500,0
2009-09-17,5.860750,5.860750,5.860750,5.860750,5.860750,0
2009-09-18,5.887150,5.887150,5.887150,5.887150,5.887150,0
2009-09-21,5.930750,5.930750,5.930750,5.930750,5.930750,0
2009-09-22,5.850000,5.850000,5.850000,5.850000,5.850000,0
2009-09-23,5.788350,5.788350,5.788350,5.788350,5.788350,0
2009-09-24,5.848500,5.848500,5.848500,5.848500,5.848500,0
2009-09-25,5.832850,5.832850,5.832850,5.832850,5.832850,0
2009-09-28,5.860300,5.860300,5.860300,5.860300,5.860300,0
2009-09-29,5.870550,5.870550,5.870550,5.870550,5.870550,0
2009-09-30,5.779500,5.779500,5.779500,5.779500,5.779500,0
2009-10-01,5.838850,5.838850,5.838850,5.838850,5.838850,0
2009-10-02,5.815700,5.815700,5.815700,5.815700,5.815700,0
2009-10-05,5.751800,5.751800,5.751800,5.751800,5.751800,0
2009-10-06,5.709650,5.709650,5.709650,5.709650,5.709650,0
2009-10-07,5.718050,5.718050,5.718050,5.718050,5.718050,0
2009-10-08,5.658200,5.658200,5.658200,5.658200,5.658200,0
2009-10-09,5.663000,5.663000,5.663000,5.663000,5.663000,0
2009-10-12,5.649100,5.649100,5.649100,5.649100,5.649100,0
2009-10-13,5.629500,5.629500,5.629500,5.638300,5.638300,0
2009-10-14,5.567750,5.567750,5.567750,5.567750,5.567750,0
2009-10-15,5.577200,5.577200,5.577200,5.577200,5.577200,0
2009-10-16,5.632500,5.632500,5.632500,5.632500,5.632500,0
2009-10-19,5.573800,5.573800,5.573800,5.573800,5.573800,0
2009-10-20,5.604700,5.604700,5.604700,5.604700,5.604700,0
2009-10-21,5.543350,5.543350,5.543350,5.543350,5.543350,0
2009-10-22,5.545400,5.545400,5.545400,5.545400,5.545400,0
2009-10-23,5.569950,5.569950,5.569950,5.569950,5.569950,0
2009-10-26,5.645850,5.645850,5.645850,5.645850,5.645850,0
2009-10-27,5.666750,5.666750,5.666750,5.666750,5.666750,0
2009-10-28,5.744450,5.744450,5.744450,5.744450,5.744450,0
2009-10-29,5.647350,5.647350,5.647350,5.647350,5.647350,23
2009-10-30,5.740000,5.740000,5.740000,5.733400,5.733400,0
2009-11-02,5.773800,5.773800,5.773800,5.773800,5.773800,0
2009-11-03,5.786250,5.786250,5.786250,5.786250,5.786250,0
2009-11-04,5.675050,5.675050,5.675050,5.675050,5.675050,0
2009-11-05,5.689150,5.689150,5.689150,5.689150,5.689150,0
2009-11-06,5.706800,5.706800,5.706800,5.706800,5.706800,0
2009-11-09,5.586200,5.586200,5.586200,5.586200,5.586200,0
2009-11-10,5.590000,5.590000,5.590000,5.602000,5.602000,0
2009-11-11,5.610500,5.610500,5.610500,5.610500,5.610500,0
2009-11-12,5.666450,5.666450,5.666450,5.666450,5.666450,0
2009-11-13,5.617450,5.617450,5.617450,5.617450,5.617450,0
2009-11-16,5.561750,5.561750,5.561750,5.561750,5.561750,0
2009-11-17,5.624400,5.624400,5.624400,5.624400,5.624400,0
2009-11-18,5.609100,5.609100,5.609100,5.609100,5.609100,0
2009-11-19,5.644850,5.644850,5.644850,5.644850,5.644850,0
2009-11-20,5.665300,5.665300,5.665300,5.665300,5.665300,0
2009-11-23,5.590250,5.590250,5.590250,5.590250,5.590250,0
2009-11-24,5.618250,5.618250,5.618250,5.618250,5.618250,0
2009-11-25,5.559600,5.559600,5.559600,5.559600,5.559600,0
2009-11-27,5.682050,5.682050,5.682050,5.682050,5.682050,0
2009-11-30,5.690600,5.690600,5.690600,5.690600,5.690600,0
2009-12-01,5.622050,5.622050,5.622050,5.622050,5.622050,0
2009-12-02,5.587700,5.587700,5.587700,5.618400,5.618400,0
2009-12-03,5.600650,5.600650,5.600650,5.600650,5.600650,0
2009-12-04,5.707350,5.707350,5.707350,5.707350,5.707350,0
2009-12-07,5.716450,5.716450,5.716450,5.716450,5.716450,0
2009-12-08,5.803800,5.803800,5.803800,5.803800,5.803800,0
