AUDUSD,EURUSD,GBPUSD,JPYUSD,NZDUSD,CADUSD,CHFUSD,CNYUSD,CZKUSD,DKKUSD,HKDUSD,HUFUSD,IDRUSD,ILSUSD,INRUSD,KRWUSD,MXNUSD,MYRUSD,NOKUSD,PHPUSD,RUBUSD,SEKUSD,SGDUSD,THBUSD,TRYUSD,ZARUSD
0.0,-0.05366421395120108,0.11476712304823009,0.018093870741977994,0.43375716313588697,0.20405393127644328,-0.049647431687152285,0.012342220095311805,0.019823671837337308,0.027227450381055895,0.05254672965535648,0.07701762364627845,0.06240542523109026,-0.00932833484279884,-0.0036671812913330144,0.05260411966565523,0.0035088110227031177,0.028831346671243333,0.058329630194095004,-0.006217759976743716,0.08661417928370149,0.0862170803239363,0.1994735616201001,0.025483494086875495,0.04459846861690161,0.15930287663387482
-0.05366421395120108,0.0,0.0953785035962622,0.012066533181402623,0.10402520382733897,-0.07824408425711833,0.1978761100633244,-0.007069320540539491,0.33757974280137304,1.3366219098050756,0.07862780696252115,0.10468909819703276,0.01136389282233834,0.030430385682602555,-0.05822863642505654,0.08266959189301584,-0.023492979192910535,0.02745461050735345,-0.025651535960716884,-0.04704287433376674,0.07105555920765803,0.12429692367674901,-0.05129650425966644,0.08461968641080322,0.04361326277243718,0.019820619446443404
0.11476712304823009,0.0953785035962622,0.0,0.06680532843587617,0.029221230638160657,0.09366074340767261,0.07498200806743215,-0.007795601109350223,0.09085813865123755,0.05709175543670606,0.02291268674795241,0.06348899859630418,-0.006181557016902239,0.02267023384191593,0.017759905513308086,0.014310613421469116,0.046653701578578656,0.016134164147912876,0.10990614904843454,0.0007165836939875438,0.01582984215157237,0.030862990384698877,0.0930364142637443,0.02682063468608754,-0.01973658861649536,0.012067904748413185
0.018093870741977994,0.012066533181402623,0.06680532843587617,0.0,0.0684981138807943,-0.06309398608795581,0.2925733929180715,0.012175671140862494,0.01946878254048851,0.06425082066924014,0.01639574254695938,-0.04430167844674616,-0.0059124540080285545,-0.037649171450156685,-0.0033388907671172384,-0.00966809676539738,-0.04357879674318367,0.001846114786561335,-0.04433782514503545,-0.02934378598971537,-0.04980699779217988,-0.031995312396947716,0.11460722653169844,0.051681267276943714,-0.07407202896504972,-0.018742081616724148
0.43375716313588697,0.10402520382733897,0.029221230638160657,0.0684981138807943,0.0,0.10468013893999327,0.003857051369528593,0.0212129448630529,0.011786420349948762,-0.06909193245203867,0.024278345215995114,-0.022575840875167882,-0.01673731512600319,0.022729984670413823,0.034370687899941334,0.062617185479166,0.06519758436068435,-0.01012206454680803,0.11340673650115778,0.02339617759399754,-0.026947934417861457,0.05628944435987604,0.15905268562746933,0.01624813724787066,0.02882742421178031,0.08699979430643072
0.20405393127644328,-0.07824408425711833,0.09366074340767261,-0.06309398608795581,0.10468013893999327,0.0,-0.006290445945234449,0.002250348689528043,0.04717533591960873,0.033173371895809996,0.015261752454340992,0.03880342872105759,0.020021956710903694,0.04431111196161831,-0.008770567337097952,0.017929974562402487,0.06447618406110858,-0.03216746650231641,0.15801049056283525,0.01951347530281911,0.07986082293262271,0.021054394364373476,0.07063362012226476,0.036600284824816136,0.02769916885774416,0.08557530143311254
-0.049647431687152285,0.1978761100633244,0.07498200806743215,0.2925733929180715,0.003857051369528593,-0.006290445945234449,0.0,0.00440009879977804,0.06284951561269732,0.2321841021507362,0.010155772064564568,0.06517877657647292,0.027896296671772642,0.038898832997195223,-0.022918681319890548,-0.006815568883572181,-0.03105322817553031,0.021691700139251247,0.11807575686212501,-0.028375752467736062,0.0031730096843293355,0.10445376092757509,0.08540358679259714,0.02512493774956764,0.009716803899519006,-0.04128614790041051
0.012342220095311805,-0.007069320540539491,-0.007795601109350223,0.012175671140862494,0.0212129448630529,0.002250348689528043,0.00440009879977804,0.0,-0.0003704398881738502,0.014535504622327508,0.04514856254512148,-0.01449125790892764,0.06295223464382327,0.037088212117171566,0.03325172661770154,0.055182517333040956,0.017926848403568965,0.017582295517987,0.055407860227392004,0.06092411072819057,0.017789751110787302,0.00693972762732403,0.08081178770126275,0.04763516195366174,-0.010848958091783283,-0.018792704794700136
0.019823671837337308,0.33757974280137304,0.09085813865123755,0.01946878254048851,0.011786420349948762,0.04717533591960873,0.06284951561269732,-0.0003704398881738502,0.0,0.2468817147183814,-0.03373618616610952,0.2924387381263401,-0.033770950891651205,0.07094231285841872,0.01941625387738744,-0.000614503360166678,0.056032928768552995,-0.0018036172824005131,0.029207361826652244,0.00874967365715127,0.019164706057774084,0.09903093521360136,0.07485772922151773,0.0006204947835367485,0.004731439754044387,0.021445651116839035
0.027227450381055895,1.3366219098050756,0.05709175543670606,0.06425082066924014,-0.06909193245203867,0.033173371895809996,0.2321841021507362,0.014535504622327508,0.2468817147183814,0.0,-0.0836965526624895,0.19667525995154453,0.04872430259169096,-0.00260551902600021,0.0035772358010508405,-0.093555394569972,-0.0065289260697178764,0.015497227571941174,0.13581816871978564,0.05540164610097577,0.023054150612389565,0.19925654946756996,0.10391910661788221,-0.04794298499036817,-0.04932064684267377,-0.03724333905495635
